country,year,emissions
Spain,1850,0.49
Spain,1851,0.51
Spain,1852,0.53
Spain,1853,0.65
Spain,1854,0.55
Spain,1855,0.55
Spain,1856,0.75
Spain,1857,0.85
Spain,1858,1.15
Spain,1859,1.63
Spain,1860,1.93
Spain,1861,2.0
Spain,1862,2.19
Spain,1863,2.43
Spain,1864,2.33
Spain,1865,2.3
Spain,1866,2.29
Spain,1867,2.56
Spain,1868,2.66
Spain,1869,2.64
Spain,1870,3.07
Spain,1871,2.94
Spain,1872,3.26
Spain,1873,3.14
Spain,1874,3.12
Spain,1875,3.29
Spain,1876,3.57
Spain,1877,3.78
Spain,1878,3.76
Spain,1879,3.97
Spain,1880,4.42
Spain,1881,4.93
Spain,1882,5.38
Spain,1883,5.9
Spain,1884,5.87
Spain,1885,5.76
Spain,1886,6.1
Spain,1887,6.14
Spain,1888,6.43
Spain,1889,6.83
Spain,1890,7.34
Spain,1891,7.94
Spain,1892,8.3
Spain,1893,8.12
Spain,1894,8.74
Spain,1895,8.6
Spain,1896,9.3
Spain,1897,9.54
Spain,1898,9.38
Spain,1899,10.63
Spain,1900,11.22
Spain,1901,11.81
Spain,1902,12.34
Spain,1903,12.18
Spain,1904,12.99
Spain,1905,13.57
Spain,1906,13.86
Spain,1907,14.1
Spain,1908,14.78
Spain,1909,15.17
Spain,1910,14.89
Spain,1911,14.73
Spain,1912,15.98
Spain,1913,17.42
Spain,1914,17.3
Spain,1915,15.31
Spain,1916,17.87
Spain,1917,15.85
Spain,1918,16.73
Spain,1919,15.93
Spain,1920,14.06
Spain,1921,14.85
Spain,1922,14.95
Spain,1923,17.21
Spain,1924,18.39
Spain,1925,19.05
Spain,1926,18.38
Spain,1927,21.45
Spain,1928,21.52
Spain,1929,23.98
Spain,1930,23.65
Spain,1931,22.54
Spain,1932,21.18
Spain,1933,18.71
Spain,1934,20.25
Spain,1935,22.46
Spain,1936,8.06
Spain,1937,5.25
Spain,1938,13.22
Spain,1939,15.72
Spain,1940,21.62
Spain,1941,21.52
Spain,1942,23.06
Spain,1943,23.86
Spain,1944,25.8
Spain,1945,28.28
Spain,1946,28.1
Spain,1947,31.18
Spain,1948,32.72
Spain,1949,35.77
Spain,1950,33.04
Spain,1951,33.12
Spain,1952,37.61
Spain,1953,38.94
Spain,1954,39.74
Spain,1955,40.29
Spain,1956,42.35
Spain,1957,50.23
Spain,1958,55.89
Spain,1959,52.1
Spain,1960,48.89
Spain,1961,53.63
Spain,1962,60.01
Spain,1963,58.77
Spain,1964,64.36
Spain,1965,71.06
Spain,1966,77.67
Spain,1967,86.45
Spain,1968,97.07
Spain,1969,96.81
Spain,1970,116.84
Spain,1971,127.59
Spain,1972,134.7
Spain,1973,150.48
Spain,1974,161.92
Spain,1975,167.79
Spain,1976,185.01
Spain,1977,179.11
Spain,1978,179.26
Spain,1979,188.62
Spain,1980,200.16
Spain,1981,204.53
Spain,1982,199.17
Spain,1983,203.19
Spain,1984,191.38
Spain,1985,185.06
Spain,1986,189.3
Spain,1987,189.57
Spain,1988,193.95
Spain,1989,212.33
Spain,1990,216.71
Spain,1991,223.0
Spain,1992,234.28
Spain,1993,219.55
Spain,1994,229.44
Spain,1995,241.35
Spain,1996,230.48
Spain,1997,249.59
Spain,1998,258.85
Spain,1999,281.66
Spain,2000,297.54
Spain,2001,299.91
Spain,2002,318.3
Spain,2003,324.85
Spain,2004,341.92
Spain,2005,358.72
Spain,2006,351.88
Spain,2007,365.05
Spain,2008,330.66
Spain,2009,290.71
Spain,2010,275.05
Spain,2011,275.85
Spain,2012,268.38
Spain,2013,241.87
