country,year,emissions
Philippines,1850,0.0
Philippines,1851,0.0
Philippines,1852,0.0
Philippines,1853,0.0
Philippines,1854,0.0
Philippines,1855,0.0
Philippines,1856,0.0
Philippines,1857,0.0
Philippines,1858,0.0
Philippines,1859,0.0
Philippines,1860,0.0
Philippines,1861,0.0
Philippines,1862,0.0
Philippines,1863,0.0
Philippines,1864,0.0
Philippines,1865,0.0
Philippines,1866,0.0
Philippines,1867,0.0
Philippines,1868,0.0
Philippines,1869,0.0
Philippines,1870,0.0
Philippines,1871,0.0
Philippines,1872,0.0
Philippines,1873,0.0
Philippines,1874,0.0
Philippines,1875,0.0
Philippines,1876,0.0
Philippines,1877,0.0
Philippines,1878,0.0
Philippines,1879,0.0
Philippines,1880,0.0
Philippines,1881,0.0
Philippines,1882,0.0
Philippines,1883,0.0
Philippines,1884,0.0
Philippines,1885,0.0
Philippines,1886,0.0
Philippines,1887,0.0
Philippines,1888,0.0
Philippines,1889,0.0
Philippines,1890,0.0
Philippines,1891,0.0
Philippines,1892,0.0
Philippines,1893,0.0
Philippines,1894,0.0
Philippines,1895,0.0
Philippines,1896,0.0
Philippines,1897,0.0
Philippines,1898,0.0
Philippines,1899,0.0
Philippines,1900,0.0
Philippines,1901,0.0
Philippines,1902,0.0
Philippines,1903,0.0
Philippines,1904,0.0
Philippines,1905,0.0
Philippines,1906,0.0
Philippines,1907,0.01
Philippines,1908,0.02
Philippines,1909,0.06
Philippines,1910,0.05
Philippines,1911,0.04
Philippines,1912,0.0
Philippines,1913,0.01
Philippines,1914,0.02
Philippines,1915,0.06
Philippines,1916,0.05
Philippines,1917,0.01
Philippines,1918,0.03
Philippines,1919,0.06
Philippines,1920,0.1
Philippines,1921,0.07
Philippines,1922,0.08
Philippines,1923,0.08
Philippines,1924,0.08
Philippines,1925,0.08
Philippines,1926,0.05
Philippines,1927,0.04
Philippines,1928,0.08
Philippines,1929,0.07
Philippines,1930,0.09
Philippines,1931,0.08
Philippines,1932,0.09
Philippines,1933,0.08
Philippines,1934,0.09
Philippines,1935,0.1
Philippines,1936,0.12
Philippines,1937,0.12
Philippines,1938,0.16
Philippines,1939,0.08
Philippines,1940,0.11
Philippines,1941,0.09
Philippines,1942,0.0
Philippines,1943,0.0
Philippines,1944,0.0
Philippines,1945,0.01
Philippines,1946,0.11
Philippines,1947,0.2
Philippines,1948,0.22
Philippines,1949,0.32
Philippines,1950,3.61
Philippines,1951,3.55
Philippines,1952,4.05
Philippines,1953,4.03
Philippines,1954,5.33
Philippines,1955,6.62
Philippines,1956,6.25
Philippines,1957,6.73
Philippines,1958,7.56
Philippines,1959,7.23
Philippines,1960,8.33
Philippines,1961,8.71
Philippines,1962,10.34
Philippines,1963,11.48
Philippines,1964,12.83
Philippines,1965,13.97
Philippines,1966,16.11
Philippines,1967,18.22
Philippines,1968,22.23
Philippines,1969,22.84
Philippines,1970,24.76
Philippines,1971,24.56
Philippines,1972,25.45
Philippines,1973,29.27
Philippines,1974,27.87
Philippines,1975,31.07
Philippines,1976,31.3
Philippines,1977,34.65
Philippines,1978,36.18
Philippines,1979,37.39
Philippines,1980,35.56
Philippines,1981,33.67
Philippines,1982,34.15
Philippines,1983,36.2
Philippines,1984,31.41
Philippines,1985,30.04
Philippines,1986,28.11
Philippines,1987,34.33
Philippines,1988,36.69
Philippines,1989,38.41
Philippines,1990,41.21
Philippines,1991,40.77
Philippines,1992,44.13
Philippines,1993,47.96
Philippines,1994,52.11
Philippines,1995,62.5
Philippines,1996,68.33
Philippines,1997,76.34
Philippines,1998,75.83
Philippines,1999,73.34
Philippines,2000,74.07
Philippines,2001,72.34
Philippines,2002,74.05
Philippines,2003,75.9
Philippines,2004,77.54
Philippines,2005,79.58
Philippines,2006,71.91
Philippines,2007,75.89
Philippines,2008,78.2
Philippines,2009,79.24
Philippines,2010,85.41
Philippines,2011,86.35
Philippines,2012,90.25
Philippines,2013,100.11
