country,year,emissions
Montenegro,1850,0.0
Montenegro,1851,0.0
Montenegro,1852,0.0
Montenegro,1853,0.0
Montenegro,1854,0.0
Montenegro,1855,0.0
Montenegro,1856,0.0
Montenegro,1857,0.0
Montenegro,1858,0.0
Montenegro,1859,0.0
Montenegro,1860,0.0
Montenegro,1861,0.0
Montenegro,1862,0.0
Montenegro,1863,0.0
Montenegro,1864,0.0
Montenegro,1865,0.0
Montenegro,1866,0.0
Montenegro,1867,0.0
Montenegro,1868,0.0
Montenegro,1869,0.0
Montenegro,1870,0.0
Montenegro,1871,0.0
Montenegro,1872,0.0
Montenegro,1873,0.0
Montenegro,1874,0.0
Montenegro,1875,0.0
Montenegro,1876,0.0
Montenegro,1877,0.0
Montenegro,1878,0.0
Montenegro,1879,0.0
Montenegro,1880,0.0
Montenegro,1881,0.0
Montenegro,1882,0.0
Montenegro,1883,0.0
Montenegro,1884,0.0
Montenegro,1885,0.0
Montenegro,1886,0.0
Montenegro,1887,0.0
Montenegro,1888,0.0
Montenegro,1889,0.0
Montenegro,1890,0.0
Montenegro,1891,0.0
Montenegro,1892,0.0
Montenegro,1893,0.0
Montenegro,1894,0.0
Montenegro,1895,0.0
Montenegro,1896,0.0
Montenegro,1897,0.0
Montenegro,1898,0.0
Montenegro,1899,0.0
Montenegro,1900,0.0
Montenegro,1901,0.0
Montenegro,1902,0.0
Montenegro,1903,0.0
Montenegro,1904,0.0
Montenegro,1905,0.0
Montenegro,1906,0.0
Montenegro,1907,0.0
Montenegro,1908,0.0
Montenegro,1909,0.0
Montenegro,1910,0.0
Montenegro,1911,0.0
Montenegro,1912,0.0
Montenegro,1913,0.0
Montenegro,1914,0.0
Montenegro,1915,0.0
Montenegro,1916,0.0
Montenegro,1917,0.0
Montenegro,1918,0.0
Montenegro,1919,0.0
Montenegro,1920,0.0
Montenegro,1921,0.0
Montenegro,1922,0.0
Montenegro,1923,0.0
Montenegro,1924,0.0
Montenegro,1925,0.0
Montenegro,1926,0.0
Montenegro,1927,0.0
Montenegro,1928,0.0
Montenegro,1929,0.0
Montenegro,1930,0.0
Montenegro,1931,0.0
Montenegro,1932,0.0
Montenegro,1933,0.0
Montenegro,1934,0.0
Montenegro,1935,0.0
Montenegro,1936,0.0
Montenegro,1937,0.0
Montenegro,1938,0.0
Montenegro,1939,0.0
Montenegro,1940,0.0
Montenegro,1941,0.0
Montenegro,1942,0.0
Montenegro,1943,0.0
Montenegro,1944,0.0
Montenegro,1945,0.0
Montenegro,1946,0.0
Montenegro,1947,0.0
Montenegro,1948,0.0
Montenegro,1949,0.0
Montenegro,1950,0.0
Montenegro,1951,0.0
Montenegro,1952,0.0
Montenegro,1953,0.0
Montenegro,1954,0.0
Montenegro,1955,0.0
Montenegro,1956,0.0
Montenegro,1957,0.0
Montenegro,1958,0.0
Montenegro,1959,0.0
Montenegro,1960,0.0
Montenegro,1961,0.0
Montenegro,1962,0.0
Montenegro,1963,0.0
Montenegro,1964,0.0
Montenegro,1965,0.0
Montenegro,1966,0.0
Montenegro,1967,0.0
Montenegro,1968,0.0
Montenegro,1969,0.0
Montenegro,1970,0.0
Montenegro,1971,0.0
Montenegro,1972,0.0
Montenegro,1973,0.0
Montenegro,1974,0.0
Montenegro,1975,0.0
Montenegro,1976,0.0
Montenegro,1977,0.0
Montenegro,1978,0.0
Montenegro,1979,0.0
Montenegro,1980,0.0
Montenegro,1981,0.0
Montenegro,1982,0.0
Montenegro,1983,0.0
Montenegro,1984,0.0
Montenegro,1985,0.0
Montenegro,1986,0.0
Montenegro,1987,0.0
Montenegro,1988,0.0
Montenegro,1989,0.0
Montenegro,1990,0.0
Montenegro,1991,0.0
Montenegro,1992,0.0
Montenegro,1993,0.0
Montenegro,1994,0.0
Montenegro,1995,0.0
Montenegro,1996,0.0
Montenegro,1997,0.0
Montenegro,1998,0.0
Montenegro,1999,0.0
Montenegro,2000,0.0
Montenegro,2001,0.0
Montenegro,2002,0.0
Montenegro,2003,0.0
Montenegro,2004,0.0
Montenegro,2005,1.98
Montenegro,2006,2.25
Montenegro,2007,2.11
Montenegro,2008,2.71
Montenegro,2009,1.72
Montenegro,2010,2.52
Montenegro,2011,2.54
Montenegro,2012,2.34
Montenegro,2013,2.27
