country,year,emissions
Uganda,1850,0.0
Uganda,1851,0.0
Uganda,1852,0.0
Uganda,1853,0.0
Uganda,1854,0.0
Uganda,1855,0.0
Uganda,1856,0.0
Uganda,1857,0.0
Uganda,1858,0.0
Uganda,1859,0.0
Uganda,1860,0.0
Uganda,1861,0.0
Uganda,1862,0.0
Uganda,1863,0.0
Uganda,1864,0.0
Uganda,1865,0.0
Uganda,1866,0.0
Uganda,1867,0.0
Uganda,1868,0.0
Uganda,1869,0.0
Uganda,1870,0.0
Uganda,1871,0.0
Uganda,1872,0.0
Uganda,1873,0.0
Uganda,1874,0.0
Uganda,1875,0.0
Uganda,1876,0.0
Uganda,1877,0.0
Uganda,1878,0.0
Uganda,1879,0.0
Uganda,1880,0.0
Uganda,1881,0.0
Uganda,1882,0.0
Uganda,1883,0.0
Uganda,1884,0.0
Uganda,1885,0.0
Uganda,1886,0.0
Uganda,1887,0.0
Uganda,1888,0.0
Uganda,1889,0.0
Uganda,1890,0.0
Uganda,1891,0.0
Uganda,1892,0.0
Uganda,1893,0.0
Uganda,1894,0.0
Uganda,1895,0.0
Uganda,1896,0.0
Uganda,1897,0.0
Uganda,1898,0.0
Uganda,1899,0.0
Uganda,1900,0.0
Uganda,1901,0.0
Uganda,1902,0.0
Uganda,1903,0.0
Uganda,1904,0.0
Uganda,1905,0.0
Uganda,1906,0.0
Uganda,1907,0.0
Uganda,1908,0.0
Uganda,1909,0.0
Uganda,1910,0.0
Uganda,1911,0.0
Uganda,1912,0.0
Uganda,1913,0.0
Uganda,1914,0.0
Uganda,1915,0.0
Uganda,1916,0.0
Uganda,1917,0.0
Uganda,1918,0.0
Uganda,1919,0.0
Uganda,1920,0.0
Uganda,1921,0.0
Uganda,1922,0.0
Uganda,1923,0.0
Uganda,1924,0.0
Uganda,1925,0.0
Uganda,1926,0.0
Uganda,1927,0.0
Uganda,1928,0.0
Uganda,1929,0.0
Uganda,1930,0.0
Uganda,1931,0.0
Uganda,1932,0.0
Uganda,1933,0.0
Uganda,1934,0.0
Uganda,1935,0.0
Uganda,1936,0.0
Uganda,1937,0.0
Uganda,1938,0.0
Uganda,1939,0.0
Uganda,1940,0.0
Uganda,1941,0.0
Uganda,1942,0.0
Uganda,1943,0.0
Uganda,1944,0.0
Uganda,1945,0.0
Uganda,1946,0.0
Uganda,1947,0.0
Uganda,1948,0.0
Uganda,1949,0.0
Uganda,1950,0.11
Uganda,1951,0.14
Uganda,1952,0.14
Uganda,1953,0.21
Uganda,1954,0.22
Uganda,1955,0.26
Uganda,1956,0.26
Uganda,1957,0.28
Uganda,1958,0.29
Uganda,1959,0.41
Uganda,1960,0.42
Uganda,1961,0.41
Uganda,1962,0.43
Uganda,1963,0.43
Uganda,1964,0.49
Uganda,1965,0.63
Uganda,1966,0.73
Uganda,1967,0.81
Uganda,1968,0.98
Uganda,1969,1.18
Uganda,1970,1.44
Uganda,1971,1.44
Uganda,1972,1.38
Uganda,1973,1.18
Uganda,1974,1.19
Uganda,1975,1.13
Uganda,1976,0.99
Uganda,1977,0.81
Uganda,1978,0.7
Uganda,1979,0.67
Uganda,1980,0.63
Uganda,1981,0.53
Uganda,1982,0.55
Uganda,1983,0.62
Uganda,1984,0.58
Uganda,1985,0.62
Uganda,1986,0.7
Uganda,1987,0.77
Uganda,1988,0.86
Uganda,1989,0.8
Uganda,1990,0.76
Uganda,1991,0.78
Uganda,1992,0.79
Uganda,1993,0.78
Uganda,1994,0.71
Uganda,1995,0.94
Uganda,1996,1.06
Uganda,1997,1.11
Uganda,1998,1.26
Uganda,1999,1.31
Uganda,2000,1.43
Uganda,2001,1.51
Uganda,2002,1.56
Uganda,2003,1.6
Uganda,2004,1.74
Uganda,2005,2.17
Uganda,2006,2.54
Uganda,2007,2.89
Uganda,2008,3.19
Uganda,2009,3.38
Uganda,2010,3.92
Uganda,2011,4.26
Uganda,2012,4.08
Uganda,2013,4.89
