country,year,emissions
Madagascar,1850,0.0
Madagascar,1851,0.0
Madagascar,1852,0.0
Madagascar,1853,0.0
Madagascar,1854,0.0
Madagascar,1855,0.0
Madagascar,1856,0.0
Madagascar,1857,0.0
Madagascar,1858,0.0
Madagascar,1859,0.0
Madagascar,1860,0.0
Madagascar,1861,0.0
Madagascar,1862,0.0
Madagascar,1863,0.0
Madagascar,1864,0.0
Madagascar,1865,0.0
Madagascar,1866,0.0
Madagascar,1867,0.0
Madagascar,1868,0.0
Madagascar,1869,0.0
Madagascar,1870,0.0
Madagascar,1871,0.0
Madagascar,1872,0.0
Madagascar,1873,0.0
Madagascar,1874,0.0
Madagascar,1875,0.0
Madagascar,1876,0.0
Madagascar,1877,0.0
Madagascar,1878,0.0
Madagascar,1879,0.0
Madagascar,1880,0.0
Madagascar,1881,0.0
Madagascar,1882,0.0
Madagascar,1883,0.0
Madagascar,1884,0.0
Madagascar,1885,0.0
Madagascar,1886,0.0
Madagascar,1887,0.0
Madagascar,1888,0.0
Madagascar,1889,0.0
Madagascar,1890,0.0
Madagascar,1891,0.0
Madagascar,1892,0.0
Madagascar,1893,0.0
Madagascar,1894,0.0
Madagascar,1895,0.0
Madagascar,1896,0.0
Madagascar,1897,0.0
Madagascar,1898,0.0
Madagascar,1899,0.0
Madagascar,1900,0.0
Madagascar,1901,0.0
Madagascar,1902,0.0
Madagascar,1903,0.0
Madagascar,1904,0.0
Madagascar,1905,0.0
Madagascar,1906,0.0
Madagascar,1907,0.0
Madagascar,1908,0.0
Madagascar,1909,0.0
Madagascar,1910,0.0
Madagascar,1911,0.0
Madagascar,1912,0.0
Madagascar,1913,0.0
Madagascar,1914,0.0
Madagascar,1915,0.0
Madagascar,1916,0.0
Madagascar,1917,0.0
Madagascar,1918,0.0
Madagascar,1919,0.0
Madagascar,1920,0.0
Madagascar,1921,0.0
Madagascar,1922,0.0
Madagascar,1923,0.0
Madagascar,1924,0.0
Madagascar,1925,0.0
Madagascar,1926,0.0
Madagascar,1927,0.0
Madagascar,1928,0.0
Madagascar,1929,0.0
Madagascar,1930,0.0
Madagascar,1931,0.0
Madagascar,1932,0.0
Madagascar,1933,0.0
Madagascar,1934,0.01
Madagascar,1935,0.0
Madagascar,1936,0.0
Madagascar,1937,0.0
Madagascar,1938,0.0
Madagascar,1939,0.0
Madagascar,1940,0.0
Madagascar,1941,0.0
Madagascar,1942,0.0
Madagascar,1943,0.0
Madagascar,1944,0.0
Madagascar,1945,0.01
Madagascar,1946,0.0
Madagascar,1947,0.0
Madagascar,1948,0.0
Madagascar,1949,0.0
Madagascar,1950,0.3
Madagascar,1951,0.25
Madagascar,1952,0.31
Madagascar,1953,0.26
Madagascar,1954,0.29
Madagascar,1955,0.3
Madagascar,1956,0.32
Madagascar,1957,0.32
Madagascar,1958,0.37
Madagascar,1959,0.37
Madagascar,1960,0.4
Madagascar,1961,0.36
Madagascar,1962,0.4
Madagascar,1963,0.46
Madagascar,1964,0.48
Madagascar,1965,0.56
Madagascar,1966,0.58
Madagascar,1967,0.84
Madagascar,1968,0.91
Madagascar,1969,0.85
Madagascar,1970,0.97
Madagascar,1971,1.03
Madagascar,1972,1.29
Madagascar,1973,1.08
Madagascar,1974,1.19
Madagascar,1975,1.69
Madagascar,1976,0.99
Madagascar,1977,0.85
Madagascar,1978,1.02
Madagascar,1979,1.13
Madagascar,1980,1.61
Madagascar,1981,1.03
Madagascar,1982,1.01
Madagascar,1983,0.65
Madagascar,1984,0.87
Madagascar,1985,1.06
Madagascar,1986,1.14
Madagascar,1987,1.29
Madagascar,1988,1.29
Madagascar,1989,0.93
Madagascar,1990,0.95
Madagascar,1991,1.03
Madagascar,1992,1.0
Madagascar,1993,1.03
Madagascar,1994,1.27
Madagascar,1995,1.26
Madagascar,1996,1.36
Madagascar,1997,1.65
Madagascar,1998,1.74
Madagascar,1999,1.92
Madagascar,2000,1.87
Madagascar,2001,1.74
Madagascar,2002,1.23
Madagascar,2003,1.7
Madagascar,2004,1.81
Madagascar,2005,1.74
Madagascar,2006,1.68
Madagascar,2007,1.81
Madagascar,2008,1.89
Madagascar,2009,1.77
Madagascar,2010,1.96
Madagascar,2011,2.31
Madagascar,2012,2.66
Madagascar,2013,3.07
